name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,number_of_reviews,bathrooms,amenities,price,extra_people,last_review,Street,Country,Country_Code,Longitude,Latitude,availability_30,availability_60,availability_90,availability_365,review_scores_rating
Center Apartment,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,35,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator']",119.00,50.00,2016-08-21 04:00:00,"Rio, Rio de Janeiro, Brazil",Brazil,BR,-43.178301250158434,-22.911757450313935,0,0,0,0,96.0
Plaza Real Room,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,8,1.0,"['Wifi', 'Air conditioning', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",85.00,0.00,2019-02-19 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.17491,41.38084,2,22,52,142,100.0
Apartment in downtown Rio,Apartment,Entire home/apt,Real Bed,2,120,flexible,4,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Host greets you']",101.00,0.00,2019-01-22 05:00:00,"Estácio, Rio de Janeiro, Brazil",Brazil,BR,-43.2063933581498,-22.914730794351065,0,0,0,191,0.0
Artsy Coliving live space Double Double E Yau Ma Tei,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,2,1.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'First aid kit', 'Fire extinguisher', 'Lock on bedroom door', 'Hangers', 'Self check-in', 'Keypad', 'Hot water']",283.00,0.00,2019-02-28 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17146,22.31202,11,41,71,161,60.0
LEBLON BED FLAT BEST LOCATION,Apartment,Private room,Real Bed,4,1125,strict_14_with_grace_period,3,1.0,11,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Suitable for events', 'Essentials', 'Shampoo', 'Iron']",160.00,87.00,2017-03-01 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.226855978141764,-22.979161638502973,20,50,80,354,82.0
Private Garden Pi House Villa Garden in Cihangir,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Private entrance', 'Crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Beachfront']",316.00,149.00,2019-02-17 05:00:00,"Cihangir, İstanbul, Turkey",Turkey,TR,28.98365,41.03007,3,26,47,311,100.0
PARKING Classy Comfy and Clean Apt near Dtown,Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,2.0,5,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove']",79.00,0.00,2019-02-23 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.54336,45.54017,25,55,78,78,72.0
Room Elegance in Barcelona centrum,Apartment,Private room,Real Bed,1,30,flexible,2,0.0,4,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Breakfast', 'Elevator', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Host greets you']",55.00,10.00,2019-03-04 05:00:00,"Barcelona, CT, Spain",Spain,ES,2.15104,41.38667,15,28,47,106,95.0
Great apartment in minutes of the beach,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3,0.0,1,1.0,"['Kitchen', 'Smoking allowed', 'Elevator', 'Essentials', 'Hangers']",101.00,0.00,2019-01-31 05:00:00,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,-43.18528474231668,-22.97025862376159,8,12,12,12,100.0
Dee Why Home with a View,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,2.0,5,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Beachfront']",266.00,0.00,2019-03-02 05:00:00,"Dee Why, NSW, Australia",Australia,AU,151.29413,-33.7513,25,55,85,359,100.0
Cozy room with a private bathroom,House,Private room,Real Bed,7,180,moderate,1,1.0,2,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Pets live on this property', 'Dog(s)', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Host greets you']",50.00,0.00,2015-06-15 04:00:00,"Beaconsfield, QC, Canada",Canada,CA,-73.89066,45.42057,23,53,83,358,100.0
Bedroom next to the subway station Flamengo,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,2,1.0,1,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Safety card', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",138.00,75.00,2016-07-08 04:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.178146199799464,-22.936829208830687,0,0,0,0,100.0
Hennessy Cozy washer Wifi MTR SA,Apartment,Entire home/apt,Real Bed,7,365,strict_14_with_grace_period,2,0.0,24,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",801.00,392.00,2019-02-13 05:00:00,"wan chai, Hong Kong Island, Hong Kong",Hong Kong,HK,114.17423,22.27634,16,39,65,340,93.0
Green Flash Guest House Ohana,Guest suite,Entire home/apt,Real Bed,3,60,moderate,2,1.0,48,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'BBQ grill', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Step-free access', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Other']",89.00,0.00,2019-02-23 05:00:00,"Waimea, HI, United States",United States,US,-155.6971,20.02342,21,51,81,356,97.0
Manly Harbour View,Apartment,Entire home/apt,Real Bed,2,1125,flexible,6,3.0,1,2.0,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance']",399.00,0.00,2019-02-24 05:00:00,"Manly, NSW, Australia",Australia,AU,151.28526,-33.80705,22,52,82,357,80.0
mountain piedaterre in the heart of Hong Kong,Apartment,Entire home/apt,Real Bed,1,31,flexible,3,1.0,1,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",714.00,200.00,2019-02-09 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15591,22.27391,0,0,0,0,80.0
new cosy closed to metro station boat piere,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you']",237.00,50.00,2019-02-03 05:00:00,"Kadıköy, İstanbul, Turkey",Turkey,TR,29.09252,40.96464,16,46,76,166,100.0
Gothic neighborhood of Barcelona,Apartment,Entire home/apt,Real Bed,2,1000,strict_14_with_grace_period,4,1.0,1,1.0,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'Outlet covers', 'Window guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Beach essentials', 'Long term stays allowed', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Wide entryway', 'Host greets you', 'Waterfront', 'Handheld shower head', 'Paid parking on premises', 'Fixed grab bars for shower', 'Roll-in shower']",39.00,10.00,2019-03-05 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.17647,41.3811,4,7,14,244,80.0
chic NEW hr security min to CAUSEWAY BAY mtr,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,1.0,11,1.0,"['Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'Host greets you']",848.00,0.00,2019-02-24 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.18368,22.28041,8,16,43,314,91.0
Cozy room in Trinitat Vella min center BCN,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,6,1.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Cleaning before checkout']",25.00,0.00,2019-03-04 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.1894,41.45179,1,17,40,131,100.0
Cozy Sky City MINS Near Tsim Sha Tsui Station,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3,0.0,8,1.0,"['Wifi', 'Air conditioning', 'Elevator', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Private entrance', 'Hot water']",879.00,0.00,2019-03-09 05:00:00,"尖沙咀, 九龍, Hong Kong",Hong Kong,HK,114.174,22.29892,11,30,60,150,93.0
Quiet Cozy,Bed and breakfast,Private room,Real Bed,2,30,moderate,2,1.0,2,1.0,"['Wifi', 'Breakfast', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers']",18.00,5.00,2019-03-06 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.19256,41.43924,9,17,39,77,100.0
UNIQUE DUPLEX PENTHOUSE IN IPANEMA,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,5,2.0,16,2.0,"['Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Host greets you']",474.00,0.00,2019-01-06 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.203627046607,-22.98263899033797,26,56,86,361,99.0
Olympic Port apartments,Apartment,Entire home/apt,Real Bed,3,1125,flexible,12,6.0,1,4.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance']",600.00,0.00,2019-01-30 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.19708,41.38937,30,60,84,356,0.0
Kactus Hotel Service Apartment Type,Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,5,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",447.00,0.00,2019-02-25 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.16118,22.32736,28,56,86,86,96.0
Kactus Hotel Service Apartment Type,Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,10,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer']",447.00,0.00,2019-02-24 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.16036,22.32639,25,45,75,75,100.0
Centre of Barcelona Room in penthouse with terrace,Apartment,Private room,Real Bed,4,1125,flexible,2,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Hot water']",120.00,10.00,2019-02-28 05:00:00,"Barcelona, CT, Spain",Spain,ES,2.17172,41.39197,30,60,90,207,100.0
Summer Summer Independence and Comfortable Double Room Near Hongyu Stadium and Meimei THE ONE downstairs Han Shi Street,House,Private room,Real Bed,1,1125,flexible,2,0.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Private entrance', 'Hot water']",581.00,0.00,2019-02-24 05:00:00,"尖沙咀, 九龍, Hong Kong",Hong Kong,HK,114.17949,22.29923,19,45,68,158,80.0
Bright Clean Quiet Modern,House,Private room,Real Bed,5,30,strict_14_with_grace_period,2,1.0,55,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",65.00,30.00,2019-02-21 05:00:00,"Honolulu, HI, United States",United States,US,-157.79174,21.29851,5,26,56,260,97.0
PRIVATE TERRACE ROOM TAKSIM,Apartment,Entire home/apt,Real Bed,3,79,strict_14_with_grace_period,6,2.0,2,1.0,"['Wifi', 'Kitchen', 'Indoor fireplace', 'Heating', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",448.00,60.00,2019-02-07 05:00:00,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28.98759,41.0344,6,11,26,297,100.0
Short -distance rental on the subway,House,Private room,Real Bed,1,30,flexible,1,2.0,1,1.0,"['Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private living room', 'Private entrance']",243.00,0.00,2019-02-17 05:00:00,"Tsuen Shek Shan, Kowloon, Hong Kong",Hong Kong,HK,114.20626,22.33709,0,9,39,39,100.0
Welcome to my sweet home,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Window guards', 'Table corner guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Other']",353.00,100.00,2019-03-02 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.1697,22.32224,12,12,12,51,100.0
SUITE Next SouthPacificHotel,Apartment,Private room,Real Bed,1,14,strict_14_with_grace_period,3,1.0,15,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",1005.00,118.00,2015-11-14 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.17976,22.27599,9,20,50,50,86.0
Non -smoking room with its female only key,Apartment,Private room,Real Bed,2,30,flexible,1,1.0,1,1.0,"['Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Lock on bedroom door', 'Hangers', 'Laptop friendly workspace', 'Host greets you']",35.00,0.00,2019-02-11 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.62691,45.49398,9,31,39,39,0.0
New Apartment Barra da Tijuca,Apartment,Entire home/apt,Real Bed,4,30,strict_14_with_grace_period,4,2.0,3,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Bed linens']",798.00,0.00,2018-11-27 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.39617818638937,-22.967728541258357,15,45,75,350,87.0
Modern Cozy BR apartment Nathan Road pax,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2.0,1,1.5,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",801.00,50.00,2019-02-28 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17021,22.31342,0,4,28,28,100.0
Splendid Uptown Suites at Times Square Causeway Bay comfortable big room,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,7,2.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove']",1052.00,100.00,2019-02-17 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.18218,22.27705,5,14,44,44,100.0
A hidden gem min from Causeway Bay,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,1.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Private living room', 'Hot water', 'Bed linens', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Patio or balcony']",502.00,0.00,2019-02-23 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.18328,22.27229,6,6,18,76,90.0
The best point at Barra da Tijuca,Apartment,Entire home/apt,Real Bed,2,90,moderate,2,1.0,23,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Window guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Step-free access', 'Step-free access', 'Waterfront']",108.00,45.00,2019-01-28 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.32724684631953,-23.003354541765756,24,54,84,174,98.0
Double Suite with bathroom AC,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,9,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Host greets you', 'Paid parking on premises']",50.00,0.00,2019-03-07 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.1848,41.38359,13,30,60,208,100.0
AmazingCozy BDRStep to JULEPConvenient transit,Apartment,Entire home/apt,Real Bed,2,1084,flexible,4,2.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Wide hallway clearance', 'Wide doorway', 'Step-free access', 'Wide clearance to bed', 'Step-free access', 'Step-free access']",75.00,30.00,2019-03-04 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.6746,45.50325,30,60,90,296,87.0
Sagrada Familia Church Barcelona,Apartment,Entire home/apt,Real Bed,1,180,moderate,6,3.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Baby bath', 'Children’s books and toys', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Host greets you', 'Handheld shower head', 'Paid parking on premises']",98.00,20.00,2019-02-07 05:00:00,"Barcelona, CT, Spain",Spain,ES,2.17854,41.41044,2,12,22,107,80.0
Perfect Location Suite Room min from La Rambla,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",80.00,0.00,2019-03-01 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.17498,41.37804,7,29,59,269,100.0
Enjoy Taksım and Sultanahmet,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,2,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Cooking basics', 'Luggage dropoff allowed']",316.00,42.00,2019-02-14 05:00:00,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28.98162,41.03832,27,44,73,346,100.0
